"LOC100130075" "AGAP2.AS1" "GIHCG" "EGFR.AS1" "TSFM" "CTDSP2" "CDK4" "DCTN2" "AVIL" "OS9" "MBD6" "ARHGEF25" "AGAP2" "CYP27B1" "DDIT3" "GSX2" "EGFR" "DTX3" "VSTM2A" "DKFZp434L192" "SEC61G" "B4GALNT1" "SUMF2" "EEF1AKMT3" "NIPSNAP2" "CHIC2" "VSTM2A.OT1" "NA..64" "SEPTIN14" "ZNF713" "FKBP9P1" "KIF5A" "NUPR2" "RPL21P44" "MIR26A2" "METTL1" "CHCHD2" "MRPS17" "PHKG1" "LANCL2" "PSPH" "TSPAN31" "SLC26A10" "LOC650226" "SNORA15" "PIP4K2C" "VOPP1" "CCT6A" "ATP23" "MARCHF9"
"Nutlin-3a (-)_1047" 0.853729131512624 0.620317871188039 0.837225741799957 0.102116777465665 0.721185632773935 0.94753798573118 0.712621105933219 0.747719680445052 0.972229147044137 0.64048791883835 0.533831210560815 0.772126894366493 0.709262454794668 0.923432252178844 0.512826061115518 0.508728416039842 0.207810408659816 0.772126894366493 0.207478613549075 0.825981564634593 0.11594663085026 0.975282801775116 0.801316686169186 0.71081342921312 0.722639980023515 0.706019715322201 0.207478613549075 0.228995308205564 0.910874389838617 0.683125053821787 0.998404387931376 0.772126894366493 0.71530251772094 0.728672237145618 0.901639140952523 0.666800005289879 0.811312460734598 0.935727627989878 0.811312460734598 0.772217251180915 0.480713826145701 0.736916076329429 0.985336524017356 0.897818143933759 0.80012426579243 0.776520977198531 0.990619223578999 0.80012426579243 0.841897573454841 0.700320937918575
"Mirin_1048" 0.0671956527266214 0.414843582436126 0.894634869169039 0.617106288561936 0.329258362144733 0.723210767798084 0.547183076601678 0.490373173920589 0.333051327098428 0.0907088913316648 0.818985215429136 0.469351592710132 0.65119150147295 0.726766545215166 0.84048552605094 0.433606199920076 0.834568434547141 0.469351592710132 0.792770290987281 0.606612443079563 0.607964171993777 0.310653968464967 0.40235297923446 0.939699017240578 0.713312905843196 0.0787924638757043 0.792770290987281 0.701279566385516 0.135089514950907 0.148771854704472 0.0323471628642703 0.469351592710132 0.559615061139426 0.0748908088072972 0.726299572975684 0.944210134014561 0.379375431551042 0.300224679561374 0.379375431551042 0.750620237690274 0.759658039995627 0.475521918383918 0.318751157707895 0.58988608877333 0.519547497570955 0.470219598637551 0.174080408786227 0.519547497570955 0.844816085376222 0.567589106521072
"PD173074_1049" 0.339766696006204 0.935269767353904 0.982487434668221 0.0494306272482879 0.832208495522553 0.967997392828346 0.720030413054549 0.510781818043336 0.706075158328279 0.836624465204901 0.496428700306823 0.512178888284452 0.91120635612547 0.654688804011014 0.482350169748976 0.702248609618933 0.0225846513902251 0.512178888284452 0.0968555303912329 0.330056811756766 0.297714823672906 0.526564739814303 0.481503966719197 0.654817237538202 0.719404356214902 0.366889109095309 0.0968555303912329 0.384512359095731 0.658498282206567 0.866511313771989 0.345916224936422 0.512178888284452 0.366241675411796 0.345912861993506 0.986269557036299 0.636759614942338 0.503357368478384 0.962567258438201 0.503357368478384 0.198456255712776 0.72174558884543 0.699218985514881 0.524462639054755 0.238202229683409 0.539673421252779 0.530420449719026 0.112645315940106 0.539673421252779 0.902479646889906 0.779780238288422
"ZM447439_1050" 0.557018688656358 0.558026914573673 0.862327325378803 0.2312729387615 0.921565238303314 0.606850582896646 0.793390070829912 0.642086426893296 0.908732113526172 0.996257259948957 0.524713646244176 0.660087163969209 0.470845244027109 0.651827692473549 0.512856100887597 0.0566023677433224 0.204910597640775 0.660087163969209 0.784087722179557 0.218509355179981 0.373855993581789 0.822288817079014 0.193284618184439 0.498646476450089 0.440312055327422 0.0275176381272317 0.784087722179557 0.628022366260322 0.965545091787911 0.559169202027429 0.678804149460199 0.660087163969209 0.226195793222522 0.0258671438764581 0.603825285614707 0.495330427665577 0.184334307721204 0.444242252570813 0.184334307721204 0.378357652674095 0.675204141945663 0.755990026964404 0.842653232052459 0.303397343320762 0.236674431582733 0.656199976841617 0.76350770787269 0.236674431582733 0.757367401583483 0.861794778624076
"Alisertib_1051" 0.0958851808979491 0.598080499360074 0.593068913639255 0.350760667339662 0.515726914832673 0.540475673404336 0.555551261221928 0.92312416036482 0.365875869739408 0.36545441111155 0.743276347923925 0.892601112877391 0.797862312548151 0.572183824812948 0.722422773995965 0.693542725707492 0.491977883873661 0.892601112877391 0.836275165010063 0.143235631195443 0.356824041079182 0.644239556904312 0.0876606806635445 0.802328996982633 0.54236059386635 0.254757377435059 0.836275165010063 0.648431971207894 0.249582267339816 0.171033461952176 0.139657024216264 0.892601112877391 0.143750863242692 0.236837080254632 0.519079380505731 0.775479185277073 0.081961813675876 0.278843082638806 0.081961813675876 0.792368732259949 0.681297045992857 0.547921637459579 0.632388682757319 0.163192308036134 0.144276052131315 0.895897828019296 0.474772891063666 0.144276052131315 0.490629100107409 0.655741418511067
"RO-3306_1052" 0.852029050047197 0.591808963895137 0.998539371260433 0.543856544550607 0.804338669129852 0.899750594693656 0.617659037699949 0.809712489316871 0.900378694779202 0.88364282568802 0.715195844359268 0.822303136302346 0.450812227350588 0.648060542580361 0.698500152843215 0.241706899700659 0.358785146343404 0.822303136302346 0.542434196824218 0.158141465598028 0.217499599046219 0.91555026046383 0.099493714749263 0.529624401243065 0.532371909968163 0.204963964224487 0.542434196824218 0.475110450904695 0.333788884717889 0.224351023544647 0.208619219015046 0.822303136302346 0.144715028052371 0.201530070285918 0.942599498597623 0.570194394712976 0.0938685942015563 0.295638444209457 0.0938685942015563 0.493363123869371 0.602189744384239 0.556052929417514 0.941177031403784 0.279725912334548 0.174635221233914 0.827082724090994 0.881755391591553 0.174635221233914 0.811178178762817 0.464056692598301
"MK-2206_1053" 0.36513042172735 0.201081798052248 0.324040348701264 0.652538549903346 0.378997669019693 0.310693142076708 0.172034707384554 0.191354379516176 0.299420243116092 0.0939075968549002 0.218406588882438 0.188454020685522 0.301876330109774 0.163041170852061 0.211612911195521 0.527883783355813 0.46789309030781 0.188454020685522 0.258769682443744 0.838725916725276 0.831503626892872 0.163701542943589 0.724323183940078 0.187015122222137 0.690418327936511 0.186622320511493 0.258769682443744 0.839802585820239 0.997410338463792 0.923919998015398 0.970381790455402 0.188454020685522 0.768639436720122 0.173692527458747 0.300301569734717 0.179166214331206 0.675715932178516 0.801916801226659 0.675715932178516 0.95630549940031 0.939995227387904 0.117147395784032 0.165711397363935 0.98516914341695 0.747661306837127 0.197968902544684 0.534777336109719 0.747661306837127 0.369927771437388 0.148175142285365
"Palbociclib_1054" 0.765124540828286 0.915217474469444 0.797179273974337 0.0649386236972763 0.659391720707286 0.826871340150203 0.696746154612547 0.753644473479722 0.67310340353999 0.873278897107702 0.684899710961449 0.785494169318246 0.86328384227358 0.702814119886811 0.663041786561391 0.673343539363768 0.0439389041564793 0.785494169318246 0.482210830675383 0.920931420169853 0.344032924602201 0.913092016335638 0.7377244705358 0.475696900741935 0.937372302356487 0.675533098708826 0.482210830675383 0.607924417276292 0.31278100468858 0.760077692778862 0.27046973983713 0.785494169318246 0.882014870114043 0.62655389029027 0.829213553683642 0.47654691178131 0.729339497676398 0.543761451646737 0.729339497676398 0.192849720709906 0.948093153228634 0.710627366992669 0.893585781670381 0.970960170316687 0.821334688535112 0.822048274647574 0.17697616618257 0.821334688535112 0.72405943715218 0.738807219305609
"Dactolisib_1057" 0.630156363831859 0.951365625127615 0.70355626018688 0.0462430583561864 0.84803597765838 0.724836215522316 0.79172130657653 0.744958276038947 0.661521618422333 0.787024694895293 0.544003661084586 0.775705561995188 0.934276497150138 0.646528206590817 0.518386686846484 0.489331594391728 0.0367263427263582 0.775705561995188 0.321049565935237 0.671047732501658 0.244279067181201 0.932637124400514 0.572484237678839 0.434492482795328 0.676386004347061 0.947827468647933 0.321049565935237 0.424517670670895 0.246148183719988 0.709038321272958 0.143575235444639 0.775705561995188 0.730793331084153 0.999053246600341 0.699127601044532 0.412988888786862 0.572224543949606 0.394186809656521 0.572224543949606 0.134731030418365 0.971253216204183 0.792245376824336 0.913496236380601 0.68036897565049 0.683487742102859 0.798495511351035 0.139334491776938 0.683487742102859 0.602060577576873 0.868203354364899
"Pictilisib_1058" 0.887076628246475 0.368420459259213 0.53190651324398 0.45359454999518 0.630974580087844 0.532677344247641 0.333304911402162 0.484965588652125 0.513603201038871 0.523817868564114 0.420123107307874 0.486760321426928 0.414893570292244 0.295796745707675 0.403828886504452 0.579282377731348 0.273142788654354 0.486760321426928 0.681142194435073 0.84094484266043 0.726867361984448 0.489917430496711 0.534771351710888 0.291135457590899 0.409721951268557 0.833067551799647 0.681142194435073 0.81074697882416 0.748660150047939 0.372181445745718 0.974864745189489 0.486760321426928 0.501989798628386 0.779091743558306 0.516772479923403 0.279142961604474 0.579176926427316 0.574828512292041 0.579176926427316 0.866179535149977 0.573684068252788 0.30615613387457 0.502743998299313 0.706086564010938 0.442204912952464 0.518140628967629 0.404742760717537 0.442204912952464 0.453454478492055 0.376195110981254
"AZD8055_1059" 0.593740084702411 0.340494833251592 0.364035173057582 0.775649852611904 0.610357881179056 0.402163375278201 0.243213722986678 0.390468301597804 0.439380827362461 0.323122306630321 0.614774857510376 0.378447791714234 0.269235406960137 0.167961606504163 0.615516620637754 0.551485882352336 0.817375260282428 0.378447791714234 0.702858002425453 0.36554661245608 0.760040157260906 0.273437254204227 0.418027655677154 0.220196355003355 0.48714660044852 0.84405485441281 0.702858002425453 0.720351890787331 0.103045655020071 0.333491136813631 0.105974156995705 0.378447791714234 0.50569972001619 0.876933516114464 0.382573833592879 0.206449285653036 0.440340077856107 0.266983931611611 0.440340077856107 0.282768442437574 0.94571100039272 0.325352514006023 0.288582463351165 0.41084027404525 0.449452054331011 0.400420844687738 0.24667499258344 0.449452054331011 0.446339329116793 0.187332954023206
